username,comment,commentDate,comments,label
mhd_ikbal_ch,"Alhamdulillah,,, menang, nggk perlu bawa bekal makan siang lagi,, 🔥",2024-03-20T15:21:21.000Z,"b'Alhamdulillah,,, win, no need to bring lunch again,,'",POSITIVE
milasimanjuntak,Congratulations❤️❤️,2024-03-20T15:21:45.000Z,b'Congratulations',POSITIVE
ah_buztamil,"koq bisa sama ya sama tebak""an lembaga survey sebelum pencoblosan 😂😂😂",2024-03-20T15:20:34.000Z,How come it's the same as the survey institute's guess before the vote?,NEGATIVE
vira_elvira,Bagiku 2024 merupakam Pemilu terlucu 😂😂😂...,2024-03-20T15:19:37.000Z,for me 2024 will be a funny election...',POSITIVE
mrachman77,Saya salah satu di 90 juta sekian pemilih 02....selamT  Bapak  prabowo gibran semoga amanah,2024-03-20T15:19:51.000Z,"b'I am one of the 90 million voters 02....congratulations Mr Prabowo Gibran, may you be trustworthy'",POSITIVE
_bennyazhar23,Ke ingat ama omngan klian prcya kh suara saya segitu😂,2024-03-20T15:21:07.000Z,"b'Remember what you said, why do I sound like that'",NEGATIVE
aqromyy,Sma seperti d awal quickcount 😂😂,2024-03-20T15:18:36.000Z,biSma as at the beginning of the quick count',NEGATIVE
samsul_pat,Udh setingan  Bapak  lurah dari MK dan si Qodiri bazer istana 🤣,2024-03-20T15:18:39.000Z,bUDdh setting by the village head from MK and the Qodari palace buzzer',POSITIVE
i_1z_s87,Selamat Buat Pak Prabowo.. tapi tidak dengan wakil nya.. Hati-hati melangkah Jenderal..,2024-03-20T15:19:15.000Z,"b'Congratulations to Pak Prabowo... but not his deputy... Be careful, General...'",NEGATIVE
sams_raka_bachrin,Alhamdulillah pilihan ku jadi presiden,2024-03-20T15:20:14.000Z,b'Thank God I was chosen to be president',POSITIVE
suiswantoro,Hak Angket wajib digulirkan untuk menguji apakah kemenangan tidak dilakukan  dengan  kecurangan.,2024-03-20T15:16:16.000Z,b'An inquiry must be carried out to test whether the winnings were not made by fraud.',NEGATIVE
laundryibuku,Bapak  prabowo😍🔥🔥🔥,2024-03-20T15:19:34.000Z,b'Mr Prabowo',NEGATIVE
fandy_christian95,Alhamdulillah,2024-03-20T15:19:44.000Z,Alhamdulillah,POSITIVE
zalfaa_krwng11,Innalillahi 😢,2024-03-20T15:16:56.000Z,b'Innalillahi',NEGATIVE
coupleroadtrip_,nan,2024-03-20T15:19:20.000Z,b'in',NEGATIVE
rzkadlftri_shni,16% 🗿,2024-03-20T15:19:01.000Z,b'16% ',POSITIVE
savegodthethrift,Masa iya  tidak  menang... Pak lurah klojotan dukung anaknya.. 😂,2024-03-20T15:16:36.000Z,b'Why don't you win... Klojotan sub-district head supports his son...',NEGATIVE
f_haday27,Kukira 2 putaran nyatanya 2 provinsi 😬😬😆😆🤣🤣🤣,2024-03-20T15:17:43.000Z,b'I thought 2 rounds were actually 2 provinces',NEGATIVE
ika_chairuniya,Istiqomah angka nya mulai awal sampai akhir 😂,2024-03-20T15:15:12.000Z,b'Istiqomah numbers from beginning to end',NEGATIVE
firmansyahrfirmansyah,alhamdllah slmt  Bapak  Prabowo Gibran 😍😍😍,2024-03-20T15:18:29.000Z,b'alhamdllah congratulations Mr Prabowo Gibran',POSITIVE
kartika_sari25,Semoga sesuai janji makan gratis dan guru nambah gaji 2 juta aamiin..bisa tambah semangat ngajarnya,2024-03-20T15:17:42.000Z,"b'Hopefully according to the promise of free food and the teacher's salary increase of 2 million, amen... he can increase his enthusiasm for teaching'",POSITIVE
mhd_ikbal_ch,"Alhamdulillah,,, sudah takdir nyaa,,,",2024-03-20T15:15:36.000Z,"Thank God, it's fate...'",POSITIVE
suryono8592,Quickcount....😂😂😂😂😂,2024-03-20T15:17:43.000Z,b'Quickcount....',NEGATIVE
ghuroba_96,Sesuai pesanan 😂,2024-03-20T15:16:11.000Z,As ordered ',POSITIVE
alvin_khan09,58% suara  masyarakat,2024-03-20T15:15:58.000Z,b'58% of the people's vote',POSITIVE
yahya_maha95,"Selamat, akhirnya #2024gantipresiden",2024-03-20T15:16:07.000Z,"b'Congratulations, finally #2024changepresident'",POSITIVE
adetyaby91,Sesuai instruksi lurah,2024-03-20T15:14:08.000Z,b'According to the village head's instructions',NEGATIVE
ronggolawe002,MENYALA ABAHKU,2024-03-20T15:15:20.000Z,b'LIGHT UP MY BROTHER',POSITIVE
stom_regime,kesian masyarakat adat ikn digusur padahal mereka milih 02😢,2024-03-20T15:11:47.000Z,It's a shame that indigenous people are being evicted even though they voted 02',NEGATIVE
heyybayy16,SELAMAT PADUKA🙌,2024-03-20T15:15:29.000Z,b'HAPPY MESSAGE',POSITIVE
anjar_aza,Dipersilahkan mengeluarkan semua uneg2 nya  biar GK  Jd bisul 😂😂😂,2024-03-20T15:11:51.000Z,b'You're welcome to let out all your nerves so that GK becomes boils',NEGATIVE
choky_jk,Gassssss,2024-03-20T15:16:03.000Z,b'Gassssss',NEGATIVE
ramdhanadri20,innalilahi wa innailahi rojiun,2024-03-20T15:14:19.000Z,innalilahi wa innalilahi rojiun',NEGATIVE
adnz_ak,Untuk Juara harapan janggar lawan abah menang siapa hayoii🔥🔥🔥,2024-03-20T15:16:11.000Z,"b'For the champion, hope that the opponent's opponent will win, who will win?'",POSITIVE
__istikomah23,Settingan nya udah sesuai sama rencana awal 😂,2024-03-20T15:13:36.000Z,The bet is in accordance with the initial plan',POSITIVE
ibnuathaillah89,TV hoax,2024-03-20T15:14:04.000Z,b'TV hoax',NEGATIVE
arfi_arfi__,Dari awal juga udah tau siapa  yang  bakalan menang 😂😂😂,2024-03-20T15:12:18.000Z,b'I knew from the start who would win',POSITIVE
donnielizha,Dr awal dh agak dahh😂😂,2024-03-20T15:13:58.000Z,As much as this is the first time he came to you,POSITIVE
harryfir94,😂😂😂,2024-03-20T15:14:21.000Z,b'',POSITIVE
ebi_hariarbi,Anak Abah menangis di pojokan,2024-03-20T15:11:16.000Z,b'Abah's son is crying in the corner',NEGATIVE
ridhoramadan64,Tetap fokus hak angket,2024-03-20T15:11:35.000Z,Stay focused on inquiry rights',POSITIVE
ajai.jailani,Selamat jendral 🔥🔥,2024-03-20T15:11:28.000Z,Congratulations general',POSITIVE
rsubha19,Wkwkwkwkwkw😂,2024-03-20T15:13:08.000Z,b'Wkwkwkwkwkw',NEGATIVE
istiqbal_elamon,"GPP,, sebenarnya dari awal PEMILU  cuma  sekedar formalitas",2024-03-20T15:10:48.000Z,"b'GPP, actually from the start the ELECTION was just a formality'",NEGATIVE
fahminugraha03,Selamat  Bapak  Prabowo Subianto dan Gibran Rakabuming Raka dinyatakan sebagai PEMENANG Pilpres 2024,2024-03-20T15:10:59.000Z,b'Congratulations Mr Prabowo Subianto and Gibran Rakabuming Raka are declared WINNERS of the 2024 Presidential Election',POSITIVE
muhammadrafiii_94,Alhamdulillah,2024-03-20T15:11:00.000Z,Alhamdulillah,POSITIVE
suprianto_ipangg,🔥🔥❤️❤️❤️,2024-03-20T15:11:18.000Z,b'',POSITIVE
ajegeloe1,"Alhamdulilah, sangat telak menangnya, tidak sia sia perjuangan  masyarakat  untuk mengantarkan prabowo jadi orang nomor satu di indonesia",2024-03-20T15:11:22.000Z,"b'Alhamdulillah, the victory was very landslide, the people's struggle to make Prabowo become the number one person in Indonesia was not in vain.'",POSITIVE
ltffauziah_,Waktunya potong kue,2024-03-20T15:11:24.000Z,Time to cut the cake',NEGATIVE
rhibas_asriadi,"Kalian percaya suara  saya  segitu,,, hah",2024-03-20T15:09:23.000Z,Do you believe my voice that much...,POSITIVE
tyas.jla,"Akhirnya cinta Pak Prabowo bisa kembali ke Bu Titik,menyala Pak🔥",2024-03-20T15:10:43.000Z,"b'Finally Pak Prabowo's love can return to Mrs. Titik, lit up Sir'",POSITIVE
yhonle,Demokrasi telah mati di tangan Jokowi,2024-03-20T15:10:15.000Z,b'Democracy has died in Jokowi's hands',NEGATIVE
hidayatinugraha,Sebelum  pemilihan umum  sama setelah  pemilihan umum ...sama hasilnya,2024-03-20T15:09:41.000Z,b'Before the general election is the same after the general election...the result is the same',NEGATIVE
agus.dhuro,"jgn lupa, si anis undang nnti pas pelantikan y",2024-03-20T15:10:09.000Z,"don't forget, the anis law will come after the appointment",POSITIVE
wadesmuksin,Siapa pun presiden nya yakin mereka akan membuat indonesia lebih baik..bukan menjadi buruk❤🙌,2024-03-20T15:09:34.000Z,b'Whoever the president is is sure they will make Indonesia better...not worse',NEGATIVE
atoee_naufal,2019 jam 02:00 pengumuman nya. 2024 jam 22:00 an..,2024-03-20T15:09:51.000Z,b'2019 at 02:00 the announcement. 2024 at 22:00 or so..',NEGATIVE
ghozy_okta,Welcome to Singaporenesia😂,2024-03-20T15:09:59.000Z,b'Welcome to Singaporenesia',POSITIVE
abu_adzra,Innalilahi,2024-03-20T15:10:29.000Z,b'Innalilahi',NEGATIVE
wiradana_rayuzaim,🔥🔥🔥🔥tidak bergeming persentase nya ya. Kereen🙄🙄,2024-03-20T15:10:32.000Z,the percentage doesn't budge. Cool',NEGATIVE
deamarsyabastari,Alhamdulillah bapak gemoyku😢,2024-03-20T15:08:47.000Z,b'Thank God my gemoy father',POSITIVE
fthnays,2019 Part 2,2024-03-20T15:07:46.000Z,b'2019 Part 2',POSITIVE
padelonchruch,Bowo menang yaakk gaess 😍,2024-03-20T15:09:35.000Z,"b'Bowo wins, guys'",POSITIVE
lsmi_ii,"saya harap yang dukung abah tetap semangat, kita harus berjuang untuk memajukan programnya yang keren itu. Semangatt Indonesia maju",2024-03-20T15:08:04.000Z,"I hope those who support you remain enthusiastic, we must fight to advance this cool program. Keep Indonesia's spirit moving forward'",POSITIVE
tara_gittara,Oke gass no 2 presiden ✌🏼,2024-03-20T15:09:24.000Z,b'Okay gass no 2 president',POSITIVE
m_rudiman,sudah  stop main abah2an 😂,2024-03-20T15:08:18.000Z,b'have stopped playing bro',NEGATIVE
bang4zhar,"Ganjar rungkad, duitnya paling banyak di pakai untuk kampanye 🗿😂",2024-03-20T15:07:46.000Z,"b'Ganjar rungkad, the most money is used for campaigns'",NEGATIVE
makhrozi_al_bantani,Oh,2024-03-20T15:08:32.000Z,b'Oh',POSITIVE
yanuwdh,Tetep 58 ya  tidak  berubah2 wkwk,2024-03-20T15:08:41.000Z,Still 58 doesn't change hahaha,POSITIVE
fr.an.ky666,Sampe hasil akhir sama hasil sebelum  pemilihan umum  ya segitu 😂,2024-03-20T15:09:14.000Z,"b'Until the final results are the same as the results before the general election, that's it'",NEGATIVE
701budi,Hati  masyarakat   tidak  bisa dibohongi..demi  masyarakat,2024-03-20T15:08:02.000Z,b'The hearts of the people cannot be lied to...for the sake of the people',POSITIVE
mnis_47,Welcome Singapurindo,2024-03-20T15:09:15.000Z,b'Welcome Singapurindo',POSITIVE
hoi_emma,Alhamdulillah.... legaaaaaa ❤️❤️❤️❤️,2024-03-20T15:08:25.000Z,b'Alhamdulillah....relieved',NEGATIVE
baga.s682,Ku kira 2 putaran ternyata 2 provinsi 😂😂 anies ganjar nangis bareng 😂,2024-03-20T15:06:06.000Z,b'I thought after 2 rounds it turned out that 2 provinces were rewarded for crying together',NEGATIVE
gunturrgnwan,Ahahahah anak abahh nangis d pojokan 😂😂,2024-03-20T15:06:24.000Z,b'Ahahahah my father's son is crying in the corner,NEGATIVE
andriwk09,Beritanya sederhana tapi banyak yang tidak syuka 😂,2024-03-20T15:06:47.000Z,b'The news is simple but many people don't like it',NEGATIVE
muhilhambobby,KALIAN PERCAYA SUARA SAYA SEGITU 😂,2024-03-20T15:06:47.000Z,YOU BELIEVE MY VOICE THAT MUCH',POSITIVE
didutd,🤮🤮🤮🤮🤮,2024-03-20T15:07:05.000Z,b'',POSITIVE
yoga_pratama_jy,Alkhamdulillah,2024-03-20T15:07:49.000Z,Thank God,POSITIVE
rico_andren,Geli,2024-03-20T17:36:43.000Z,b'Geli',NEGATIVE
mamake_th,Pak Prabowo curang,2024-03-20T17:37:11.000Z,b'Pak Prabowo is cheating',NEGATIVE
jackmaaa22,Angka percis  sama   yang  di sebut qodari😂,2024-03-20T17:37:28.000Z,b'The exact same number called qodari',NEGATIVE
kiano_781,🔥🔥PRABOWO YESS,2024-03-20T17:39:07.000Z,b'PRABOWO YESS',POSITIVE
febryogrico,"calon dia  yang  bikin, komisi dia  juga   yang  bikin, badan pengawas dia  yang  bikin, hakim dia  yang  bikin, juri dia  yang  bikin, smpai hasil  juga  dia  yang  bikin..",2024-03-20T17:45:32.000Z,"b'The candidate makes it, he makes the commission, the supervisory body makes it, the judge makes it, the jury makes it, until the results are made by him..'",POSITIVE
dwiikeisya,Masyallahh.. tabarakallah.. smoga amanah 02 😍❤️🤘✌💙,2024-03-20T17:47:59.000Z,b'Masyallahh.. tabarakallah.. may you trust 02',POSITIVE
bagasdwntr_official,Mas Ganjar .... mas Ganjar... Berapa nilai nya 😂,2024-03-20T17:54:44.000Z,b'Mr Ganjar... Mr Ganjar... How much is it worth',POSITIVE
agungkusumaningratt,Abah nilaimu cuma 24/100 artinya tidak naik kelas😂,2024-03-20T18:01:09.000Z,b'Your score is only 24/100 which means you won't be promoted',NEGATIVE
jusatra,Selamat makan  dan susu gratis dan kenaikan pajak 🔥,2024-03-20T18:07:23.000Z,Bon appetit and free milk and tax increases',POSITIVE
gumilang124,Mantap 96jt ++  masyarakat  indonesia sangat cerdas & waras .. ok gass 🔥🔥,2024-03-20T18:12:22.000Z,Great 96 million ++ Indonesian people are very intelligent and sane.. okay gass',POSITIVE
bangoki.1,"Yang Menang Merayakan, yang Kalah Menjelaskan 😂",2024-03-20T18:17:41.000Z,"b'Winners Celebrate, Losers Explain'",NEGATIVE
bayucandra027,Sesuai orderan ya kaka,2024-03-20T18:23:43.000Z,"As ordered, bro'",POSITIVE
navaa_yoo,😂,2024-03-20T18:43:32.000Z,b'',POSITIVE
cukandiahmad,"SAYA PEENAH IKUT LOMBA 17 AGUTUSAN BALAP KARUNG, DAN SAYA KALAH. YA  EMANG KALAH, MASA SAYA HARUS NGOTOT MENANG SEDANGKAN TEMAN SAYA PALING DEPAN. RIBET AMAT HIDUP!",2024-03-20T18:46:45.000Z,"b'I HAVE ENTERED INTO THE 17th SACK RACE, AND I LOST. YES I DID LOSE, HOW WOULD I HAVE TO STRIVE TO WIN WHILE MY FRIEND WAS IN THE FRONT. LIFE IS SO COMFORTABLE!'",POSITIVE
driiiii_45,Masih dibilang kita tunggu hasil nya dari KPU 😂🙌,2024-03-20T18:48:55.000Z,b'It still says we are waiting for the results from the KPU',NEGATIVE
candracommunication,Dari awal sampai akhir angkanya tidak berubah 58% 😂😂😂😂😂😂 KONYOLLLLLL CUXXXXXX,2024-03-20T18:51:57.000Z,b'From start to finish the numbers don't change 58% RIDICULOUSLLLLLL CUXXXXXX',NEGATIVE
alamsasongkoy,"Tuhan maha mengetahui segalanya , sedangkan kita tidak ... Siapapun  yang  jadi presiden kita doakan saja  yang  terbaik.",2024-03-20T18:57:06.000Z,"b'God knows everything, while we don't... Whoever becomes president, we just wish him the best.'",POSITIVE
abdulmuhsin515,"Terserah sak karep,mu",2024-03-20T19:28:17.000Z,It's up to your luck',POSITIVE
sulaeman_24434,Biarkan  masyarakat   yang  bodoh itu menerima nya.,2024-03-20T19:35:51.000Z,b'Let the stupid society accept it.',NEGATIVE
mulahizun.amin_official,Semua akan mempertanggung jawabkan perbuatannya,2024-03-20T19:45:41.000Z,b'Everyone will be responsible for their actions',POSITIVE
adzhar_siraz,🔥🔥🔥🔥❤️❤️menyala jendralku,2024-03-20T19:46:19.000Z,b'light my general',POSITIVE
amal_130805,Di NTB 02 paling unggul 02 ganjar sama anis dikit   sekali,2024-03-20T19:54:52.000Z,b'In NTB 02 is the most superior 02 rewards anis very little',POSITIVE
umarali20102011,Qodari hebat yaaa udah tau dari awal hasil nya sebelum  pemilihan umum  😂😂😂,2024-03-20T19:56:59.000Z,"b'Qodari is great, I already knew the results from the start before the general election'",POSITIVE
andri_uchiha,"Syukur deh prabowo menang👏 Alhamdullilah,...",2024-03-20T20:04:16.000Z,"Thank God Prabowo won, Alhamdulillah...'",POSITIVE
tirta.sbb,58% angka  yang  ditentukan dari awal. Rakyat Indonesia  yang  benar menjadi  masyarakat   yang  kalah.,2024-03-20T20:06:09.000Z,b'58% the number determined from the beginning. The true Indonesian people are the losers.',NEGATIVE
agan_radja,Malaikat Jibril datang ke JIS tapi lupa nyoblos 😂,2024-03-20T20:11:34.000Z,b'The angel Gabriel came to JIS but forgot to vote,NEGATIVE
menin_adym_dya,Masih 58😂😂,2024-03-20T20:11:51.000Z,b'Still 58',POSITIVE
alamnibos0,Utangnya dibayar😂,2024-03-20T20:25:03.000Z,b'The debt is paid',POSITIVE
razka0637,Sorry yeeeee😂😂😂😂,2024-03-20T20:29:18.000Z,b'Sorry yeeeee',NEGATIVE
niarosniza25,Mubazir waktuuu pemiluuiu,2024-03-20T20:29:35.000Z,b'It's a waste of election time',NEGATIVE
hsafruddinhudhin,Data Kulantu,2024-03-20T20:32:39.000Z,b'Data Fungus,NEGATIVE
ganang_rusli,"Yang milih  masyarakat ,  yang  besar adalah pilihan  masyarakat , tapi kalau dari awal sudah curang, maka pilihan  masyarakat  tersebut akan sia²",2024-03-20T20:38:39.000Z,"It's the people's choice that is big, but if you cheat from the start, then the people's choice will be in vain.'",NEGATIVE
akhyar.46,Makanya udah berbusa mulutku bilang  tidak  usah coblos...,2024-03-20T20:42:17.000Z,b'That's why I'm foaming at the mouth saying no need to vote...',NEGATIVE
candra_manurun9,Cuma di Indonesia sebelum  pemilihan umum  sudah tau pemenangnya 🤣🤣🤣,2024-03-20T20:43:01.000Z,b'Only in Indonesia before the general election you know the winner',POSITIVE
starmatthjklp,Curang,2024-03-20T20:43:10.000Z,b'Cheating',NEGATIVE
biru.art,"Slepetttt,,,,,",2024-03-20T20:51:37.000Z,"b'Sleptttt,,,,,'",NEGATIVE
triniz26,Selamat pasukan 02 dipimpin samsul 🔥🔥😂,2024-03-20T20:52:36.000Z,b'Congratulations Troop 02 led by Samsul',POSITIVE
megagitapratiwi2812,Alhamdulillah ya Allah ...❤️❤️ Selamat Pak @prabowo ❤️❤️,2024-03-20T20:54:05.000Z,b'Alhamdulillah O Allah... Congratulations Mr @prabowo',POSITIVE
indragaul1997,Yaeelaaahh  sebelum  pencoblosan semua Uda tau siapa pemenangnya 👏 kenak setel kenak setel 👏,2024-03-20T20:54:49.000Z,"b'Yaeelaaahh before the voting, everyone already knows who the winner is, let's set it, let's set it.'",NEGATIVE
robiy977,"Orang asing: hanya di indonesia setahun sebelum pemilihan presiden udah tau siapa  yang  bakal jd pemenang nya,, sama kaya liga sepak bola indonesia.. selamat datang di negriii waakandaa.😂😂😂",2024-03-20T20:57:38.000Z,"b'Foreigners: only in Indonesia a year before the presidential election do you already know who will be the winner, just like the Indonesian football league... welcome to the country of Waakandaa.'",POSITIVE
ismlmrz,Jauh bet kek harapan ortu😂,2024-03-20T20:59:44.000Z,b'It's far from your parents' hopes',NEGATIVE
mesyaqyla,Semangat  Bapak  Anis..belum rejekinya Indonesia punya presiden bapak...duh rugi bener😢,2024-03-20T21:00:20.000Z,"b'Cheer up Mr. Anis...it's not yet lucky for Indonesia to have a president, sir...oh, it's really a loss'",NEGATIVE
2024baik,"disini tempatnya anak abah, kasian para pendukung  Bapak  anies, hati mereka penuh dengan kebencian dan kedengkian 😂😂",2024-03-20T21:01:10.000Z,"b'this is where my son is, poor Mr Anies' supporters, their hearts are full of hatred and envy'",NEGATIVE
kantongbanjar,Nangis nangiso,2024-03-20T21:36:13.000Z,b'Crying crying',NEGATIVE
rabesta02,Masih percaya sma KPU,2024-03-20T21:36:45.000Z,b'Still believe in the KPU',POSITIVE
ah_santi15,Nauzubillahimindalik,2024-03-20T21:40:32.000Z,b'Nauzubillahimindalik',NEGATIVE
qori_bantenlama,🔥🔥🔥😂😂😂,2024-03-20T21:40:47.000Z,b'',POSITIVE
gisam_ahmad,Hahahhaaa... tivu one..,2024-03-20T21:41:36.000Z,b'Hahahhaaa... you know one.,NEGATIVE
gisam_ahmad,Dr tanggal 13 samapai sekarang hasil nya sama.. kalian pikir  masyarakat  itu tidak tau .,2024-03-20T21:42:25.000Z,From the 13th until now the results are the same... you think the public doesn't know.',NEGATIVE
mpawit5,Kita apresiasi semua  calon presiden dan cawapres sudah berjuang dan berusaha mendapatkan simpati  masyarakat  hasilnya itulah  yang  di dapat,2024-03-20T21:45:25.000Z,"b'We appreciate that all the presidential and vice presidential candidates have struggled and tried to gain public sympathy, the result is what they got'",POSITIVE
ziziee999,"Dunia tipu-tipu, diakhirat akan dibalas",2024-03-20T21:45:37.000Z,"b'The world of deceit, in the afterlife will be repaid'",NEGATIVE
novicaseviana,😂,2024-03-20T21:46:37.000Z,b'',POSITIVE
ismanudinyuga,Cepet sembuh Indonesia ku 🔥🔥,2024-03-20T21:52:44.000Z,"b'Get well soon, my Indonesia'",POSITIVE
wak.angg,"Kita ulang yaa , saya tidak yakin dengan angka saya segitu 😂",2024-03-20T21:55:33.000Z,"b'Let's do it again, I'm not sure about my numbers like that'",NEGATIVE
